day_of_week,minute_of_day,current_occupied,current_empty,label_any_empty
0,1330,2,4,1
0,981,2,4,1
5,1129,2,4,1
2,830,5,1,1
6,1172,1,5,1
1,1375,0,6,1
5,421,0,6,1
6,410,0,6,1
5,465,0,6,1
2,1213,5,1,1
1,183,0,6,1
1,1183,2,4,1
2,48,0,6,1
5,514,1,5,1
3,1338,1,5,1
4,874,6,0,0
3,682,6,0,0
4,731,5,1,1
6,633,0,6,1
3,290,3,3,1
5,1421,0,6,1
2,540,6,0,0
6,1365,2,4,1
1,619,5,1,1
4,1170,4,2,1
6,1180,4,2,1
4,956,6,0,0
0,940,3,3,1
5,878,4,2,1
5,1141,2,4,1
1,827,6,0,0
0,1161,6,0,0
5,255,1,5,1
3,591,6,0,0
2,598,6,0,0
4,1271,0,6,1
1,501,4,2,1
2,1085,5,1,1
1,1233,1,5,1
5,218,1,5,1
2,437,4,2,1
4,401,0,6,1
5,790,2,4,1
0,1150,6,0,0
6,1350,3,3,1
1,660,6,0,0
1,1197,2,4,1
5,1016,4,2,1
5,19,0,6,1
5,636,0,6,1
3,510,4,2,1
2,990,6,0,0
2,242,1,5,1
4,198,0,6,1
6,523,3,3,1
5,491,0,6,1
5,1003,3,3,1
5,654,0,6,1
2,970,4,2,1
5,1355,0,6,1
3,1388,3,3,1
3,785,3,3,1
6,833,3,3,1
2,772,6,0,0
4,887,6,0,0
0,1374,3,3,1
5,788,2,4,1
5,504,0,6,1
6,1027,2,4,1
1,531,6,0,0
1,1204,1,5,1
2,68,0,6,1
0,818,5,1,1
4,1405,0,6,1
2,514,3,3,1
6,972,4,2,1
1,1376,0,6,1
0,464,3,3,1
1,1169,3,3,1
0,1171,6,0,0
3,1429,0,6,1
3,747,6,0,0
1,1018,4,2,1
4,1426,0,6,1
3,562,6,0,0
3,4,0,6,1
1,1322,0,6,1
1,1210,3,3,1
3,856,6,0,0
0,731,6,0,0
5,687,1,5,1
1,621,5,1,1
1,440,3,3,1
2,1215,5,1,1
6,545,1,5,1
2,194,0,6,1
2,750,4,2,1
3,926,5,1,1
1,666,5,1,1
0,567,6,0,0
2,1385,2,4,1
1,1134,5,1,1
1,1122,5,1,1
5,507,0,6,1
2,768,6,0,0
5,1129,6,0,0
6,469,0,6,1
6,1121,0,6,1
6,387,1,5,1
2,676,4,2,1
6,308,0,6,1
4,526,5,1,1
2,204,0,6,1
4,735,3,3,1
3,476,1,5,1
2,380,0,6,1
6,79,0,6,1
4,996,1,5,1
4,787,6,0,0
1,1080,3,3,1
0,653,6,0,0
5,440,0,6,1
5,237,2,4,1
3,815,6,0,0
1,1274,1,5,1
2,481,4,2,1
3,1252,4,2,1
1,982,3,3,1
2,947,3,3,1
5,239,2,4,1
6,1191,0,6,1
5,121,0,6,1
2,507,5,1,1
3,383,0,6,1
0,557,6,0,0
2,1096,5,1,1
2,252,1,5,1
4,1298,0,6,1
5,24,0,6,1
2,274,0,6,1
0,295,2,4,1
0,75,0,6,1
3,640,6,0,0
4,361,0,6,1
6,347,1,5,1
2,480,3,3,1
4,284,0,6,1
2,135,0,6,1
4,278,0,6,1
3,1381,1,5,1
6,586,2,4,1
1,498,3,3,1
4,323,0,6,1
5,1412,0,6,1
3,961,5,1,1
6,563,4,2,1
4,1385,0,6,1
3,396,0,6,1
0,569,5,1,1
0,1229,4,2,1
4,79,0,6,1
3,1411,2,4,1
2,330,0,6,1
2,856,3,3,1
2,265,0,6,1
4,1407,0,6,1
3,409,0,6,1
0,306,2,4,1
5,1375,0,6,1
5,1149,2,4,1
4,751,6,0,0
6,486,0,6,1
1,1338,0,6,1
1,53,0,6,1
0,1412,2,4,1
2,1312,0,6,1
0,882,6,0,0
3,759,2,4,1
3,844,3,3,1
4,1229,0,6,1
2,360,0,6,1
6,1099,6,0,0
4,659,5,1,1
3,222,0,6,1
2,23,1,5,1
2,468,3,3,1
6,1364,0,6,1
3,1243,4,2,1
0,0,0,6,1
4,878,6,0,0
0,1152,0,6,1
3,379,1,5,1
0,1348,2,4,1
6,1247,3,3,1
1,400,0,6,1
6,590,4,2,1
5,420,0,6,1
5,435,0,6,1
2,1370,0,6,1
0,840,6,0,0
0,707,5,1,1
4,217,0,6,1
1,185,0,6,1
1,804,6,0,0
4,527,5,1,1
4,1116,2,4,1
3,393,0,6,1
5,741,0,6,1
1,524,3,3,1
1,1310,0,6,1
6,452,0,6,1
4,13,0,6,1
6,57,0,6,1
1,945,5,1,1
5,913,5,1,1
3,673,6,0,0
6,680,4,2,1
0,1358,3,3,1
3,868,3,3,1
6,564,4,2,1
4,622,6,0,0
6,356,0,6,1
5,70,0,6,1
6,478,0,6,1
1,1235,1,5,1
5,1433,0,6,1
0,221,0,6,1
0,777,5,1,1
5,1430,0,6,1
4,808,4,2,1
4,282,0,6,1
1,412,0,6,1
1,646,6,0,0
0,181,1,5,1
3,382,0,6,1
3,715,5,1,1
0,303,0,6,1
5,1432,0,6,1
3,508,4,2,1
3,72,2,4,1
1,882,6,0,0
6,1373,0,6,1
0,494,5,1,1
1,641,6,0,0
6,1219,0,6,1
6,1068,2,4,1
4,874,5,1,1
4,1267,0,6,1
1,1217,2,4,1
0,596,6,0,0
3,1056,4,2,1
4,684,5,1,1
6,1005,3,3,1
0,1201,1,5,1
0,525,6,0,0
0,643,6,0,0
6,1187,0,6,1
4,402,0,6,1
4,277,0,6,1
1,518,3,3,1
6,93,0,6,1
5,1058,2,4,1
3,778,1,5,1
5,327,2,4,1
4,449,0,6,1
3,441,1,5,1
2,891,6,0,0
6,441,0,6,1
6,668,4,2,1
2,259,1,5,1
1,577,4,2,1
0,609,6,0,0
6,752,4,2,1
4,358,0,6,1
0,1329,2,4,1
2,596,6,0,0
5,1354,0,6,1
1,1146,4,2,1
5,122,0,6,1
4,512,3,3,1
2,454,3,3,1
5,1102,1,5,1
0,1088,0,6,1
4,686,6,0,0
4,1373,1,5,1
3,997,6,0,0
2,224,0,6,1
0,466,3,3,1
2,231,1,5,1
0,1299,0,6,1
2,1394,0,6,1
3,1377,1,5,1
5,423,0,6,1
4,428,0,6,1
6,1138,6,0,0
6,609,2,4,1
6,620,3,3,1
2,488,4,2,1
2,551,6,0,0
6,981,4,2,1
3,416,0,6,1
5,376,1,5,1
2,775,6,0,0
3,896,6,0,0
3,938,3,3,1
1,1390,0,6,1
6,184,0,6,1
5,471,0,6,1
3,1121,4,2,1
3,326,0,6,1
0,1436,0,6,1
6,719,1,5,1
2,107,0,6,1
2,80,1,5,1
3,572,6,0,0
2,139,0,6,1
2,237,0,6,1
0,629,6,0,0
2,879,6,0,0
0,821,5,1,1
5,923,2,4,1
6,1038,4,2,1
6,959,1,5,1
0,113,0,6,1
3,1221,4,2,1
3,35,1,5,1
3,807,6,0,0
1,34,0,6,1
5,183,0,6,1
0,1312,2,4,1
2,534,5,1,1
4,741,5,1,1
2,50,0,6,1
6,423,0,6,1
1,843,6,0,0
5,746,2,4,1
0,40,0,6,1
5,143,0,6,1
6,201,1,5,1
1,731,6,0,0
5,1252,4,2,1
4,1241,0,6,1
2,283,0,6,1
6,235,1,5,1
2,694,4,2,1
5,634,0,6,1
3,401,0,6,1
0,1373,0,6,1
0,960,5,1,1
6,1287,0,6,1
6,942,3,3,1
3,951,3,3,1
2,359,0,6,1
6,258,0,6,1
2,1256,1,5,1
3,311,0,6,1
3,848,5,1,1
3,1024,5,1,1
4,1386,0,6,1
5,592,0,6,1
5,930,2,4,1
4,1231,0,6,1
5,1132,2,4,1
3,166,0,6,1
1,324,0,6,1
6,614,3,3,1
1,250,0,6,1
3,1294,2,4,1
5,67,0,6,1
4,118,0,6,1
6,429,0,6,1
1,266,0,6,1
0,629,5,1,1
0,1181,6,0,0
6,1439,0,6,1
2,661,5,1,1
6,375,1,5,1
1,1187,2,4,1
5,1434,1,5,1
0,285,0,6,1
3,643,6,0,0
2,328,0,6,1
4,1169,4,2,1
2,483,4,2,1
0,1139,0,6,1
4,113,0,6,1
0,281,2,4,1
6,37,0,6,1
3,281,3,3,1
1,171,2,4,1
6,404,1,5,1
2,1269,0,6,1
1,80,0,6,1
0,413,4,2,1
3,303,0,6,1
5,23,0,6,1
2,1438,0,6,1
0,352,0,6,1
5,160,0,6,1
4,708,3,3,1
0,1083,0,6,1
4,250,0,6,1
1,396,0,6,1
0,1054,1,5,1
1,632,6,0,0
4,640,6,0,0
6,270,0,6,1
3,737,6,0,0
6,709,1,5,1
1,355,1,5,1
6,501,1,5,1
1,722,4,2,1
1,595,6,0,0
2,449,3,3,1
3,1324,4,2,1
3,350,2,4,1
3,1198,6,0,0
0,582,6,0,0
3,162,0,6,1
1,786,6,0,0
5,443,0,6,1
5,1001,3,3,1
5,453,0,6,1
3,1364,2,4,1
4,334,0,6,1
1,754,4,2,1
5,1179,3,3,1
4,325,0,6,1
4,357,0,6,1
6,1223,2,4,1
6,1294,0,6,1
0,599,6,0,0
4,1155,3,3,1
1,1251,1,5,1
6,30,0,6,1
1,7,0,6,1
2,1186,5,1,1
0,91,0,6,1
6,793,3,3,1
1,1083,3,3,1
5,1306,1,5,1
4,828,5,1,1
6,1145,6,0,0
4,987,4,2,1
1,1042,4,2,1
5,637,0,6,1
0,539,6,0,0
1,162,2,4,1
4,1293,0,6,1
2,653,4,2,1
4,358,0,6,1
5,1277,2,4,1
3,1232,4,2,1
3,325,0,6,1
3,830,6,0,0
4,997,1,5,1
4,656,5,1,1
4,937,0,6,1
4,1391,0,6,1
2,922,4,2,1
6,44,0,6,1
4,290,0,6,1
6,1153,1,5,1
6,973,4,2,1
3,377,1,5,1
2,344,0,6,1
5,1283,1,5,1
1,677,6,0,0
1,1433,0,6,1
5,0,0,6,1
2,1436,0,6,1
1,956,5,1,1
5,732,2,4,1
2,130,1,5,1
4,199,0,6,1
6,647,0,6,1
4,642,6,0,0
4,1370,1,5,1
2,618,6,0,0
6,912,3,3,1
3,954,5,1,1
3,28,1,5,1
4,203,0,6,1
4,1399,0,6,1
1,588,6,0,0
3,648,6,0,0
5,1242,2,4,1
6,25,0,6,1
4,250,0,6,1
6,451,0,6,1
2,223,1,5,1
6,269,0,6,1
2,148,0,6,1
2,1071,5,1,1
0,1248,4,2,1
5,1167,2,4,1
3,1262,3,3,1
3,198,0,6,1
2,238,0,6,1
1,807,6,0,0
2,399,4,2,1
6,1321,0,6,1
2,671,6,0,0
0,1330,0,6,1
1,748,6,0,0
3,549,6,0,0
4,1016,5,1,1
0,303,2,4,1
1,1010,3,3,1
1,36,1,5,1
4,328,0,6,1
5,313,0,6,1
3,1270,3,3,1
1,485,3,3,1
5,1248,2,4,1
2,560,6,0,0
4,867,6,0,0
6,916,3,3,1
3,1091,4,2,1
4,718,6,0,0
6,1180,0,6,1
6,910,3,3,1
6,40,0,6,1
5,997,4,2,1
5,873,2,4,1
4,799,6,0,0
0,1144,5,1,1
0,1199,6,0,0
1,249,0,6,1
5,1267,2,4,1
1,525,3,3,1
2,624,2,4,1
1,418,0,6,1
4,239,0,6,1
4,487,3,3,1
4,588,5,1,1
2,1328,0,6,1
1,149,2,4,1
0,1198,0,6,1
3,1070,4,2,1
3,51,1,5,1
1,1031,2,4,1
2,124,1,5,1
2,609,6,0,0
4,809,4,2,1
6,926,3,3,1
5,1103,6,0,0
5,1034,3,3,1
4,857,5,1,1
1,1131,5,1,1
6,671,4,2,1
0,39,0,6,1
6,579,4,2,1
1,661,5,1,1
3,252,0,6,1
1,187,0,6,1
6,72,0,6,1
6,811,1,5,1
4,644,4,2,1
5,163,0,6,1
2,955,4,2,1
4,895,3,3,1
6,891,3,3,1
6,42,0,6,1
0,429,4,2,1
0,573,6,0,0
5,724,0,6,1
4,1288,0,6,1
2,775,6,0,0
2,193,0,6,1
2,968,4,2,1
0,531,6,0,0
4,187,0,6,1
0,488,5,1,1
1,1245,1,5,1
6,756,0,6,1
2,111,0,6,1
3,1040,3,3,1
6,97,0,6,1
0,239,1,5,1
4,488,3,3,1
1,811,6,0,0
5,1090,1,5,1
3,226,0,6,1
1,71,0,6,1
4,784,6,0,0
3,577,6,0,0
6,1110,0,6,1
5,218,1,5,1
6,1275,0,6,1
0,331,3,3,1
4,258,1,5,1
5,796,2,4,1
5,885,4,2,1
2,1370,4,2,1
5,510,0,6,1
2,1225,2,4,1
4,1359,1,5,1
2,791,6,0,0
4,836,6,0,0
1,836,6,0,0
2,765,5,1,1
2,628,2,4,1
3,801,6,0,0
5,145,0,6,1
3,1274,3,3,1
6,24,0,6,1
1,1175,2,4,1
5,21,0,6,1
5,540,0,6,1
6,746,0,6,1
5,198,0,6,1
3,402,0,6,1
5,361,0,6,1
2,75,1,5,1
2,1254,1,5,1
2,348,0,6,1
4,672,4,2,1
2,469,4,2,1
6,1301,4,2,1
2,796,6,0,0
2,1101,5,1,1
1,1026,3,3,1
0,63,0,6,1
2,2,0,6,1
4,1298,0,6,1
1,833,5,1,1
5,22,0,6,1
4,17,0,6,1
3,847,2,4,1
6,1418,0,6,1
1,255,0,6,1
5,490,0,6,1
1,801,6,0,0
6,758,4,2,1
0,1195,0,6,1
4,171,0,6,1
5,921,5,1,1
4,386,0,6,1
5,587,0,6,1
1,86,0,6,1
4,1347,1,5,1
5,1222,2,4,1
4,1034,0,6,1
3,1055,3,3,1
5,503,0,6,1
5,1081,1,5,1
2,300,0,6,1
6,903,3,3,1
3,1010,5,1,1
3,1372,3,3,1
0,1041,1,5,1
0,1295,0,6,1
3,898,5,1,1
4,1131,2,4,1
6,388,1,5,1
3,584,6,0,0
1,1056,4,2,1
4,827,5,1,1
4,730,5,1,1
2,151,0,6,1
1,853,5,1,1
0,691,6,0,0
5,405,0,6,1
0,700,6,0,0
2,61,1,5,1
6,958,4,2,1
1,521,3,3,1
1,965,5,1,1
5,50,0,6,1
1,196,0,6,1
1,773,6,0,0
1,336,0,6,1
2,1353,0,6,1
6,1011,3,3,1
0,503,4,2,1
0,895,5,1,1
4,1008,1,5,1
2,744,6,0,0
1,384,0,6,1
2,767,6,0,0
0,889,5,1,1
2,687,6,0,0
2,1233,2,4,1
6,1073,2,4,1
1,1075,3,3,1
5,800,2,4,1
5,1061,2,4,1
0,833,6,0,0
6,205,1,5,1
2,583,2,4,1
6,794,3,3,1
1,884,6,0,0
6,1253,0,6,1
1,848,6,0,0
4,158,0,6,1
5,1072,6,0,0
4,1096,3,3,1
4,388,0,6,1
3,428,1,5,1
1,1042,3,3,1
1,326,0,6,1
0,226,0,6,1
4,1191,4,2,1
1,845,6,0,0
1,290,1,5,1
6,128,0,6,1
1,971,5,1,1
6,175,1,5,1
3,301,0,6,1
6,755,4,2,1
4,903,2,4,1
5,807,2,4,1
2,924,5,1,1
4,967,0,6,1
4,1326,0,6,1
4,1346,1,5,1
3,1007,5,1,1
6,979,4,2,1
4,1290,0,6,1
5,229,0,6,1
4,916,2,4,1
0,379,1,5,1
5,1286,1,5,1
2,1224,2,4,1
3,1250,4,2,1
5,346,0,6,1
5,1292,0,6,1
3,8,0,6,1
6,1216,2,4,1
2,942,3,3,1
3,45,0,6,1
4,305,0,6,1
0,1147,6,0,0
1,512,3,3,1
2,566,3,3,1
0,347,0,6,1
3,1052,3,3,1
3,1195,6,0,0
2,59,0,6,1
2,1314,5,1,1
4,99,0,6,1
3,1011,5,1,1
2,802,6,0,0
2,41,1,5,1
6,303,0,6,1
3,355,2,4,1
1,674,6,0,0
3,361,0,6,1
3,217,0,6,1
3,527,4,2,1
3,380,0,6,1
4,556,5,1,1
1,930,5,1,1
6,868,2,4,1
2,1114,3,3,1
1,244,0,6,1
0,146,0,6,1
1,1047,4,2,1
2,654,4,2,1
4,654,5,1,1
1,1438,0,6,1
5,665,0,6,1
0,953,4,2,1
1,862,6,0,0
5,523,0,6,1
5,182,1,5,1
0,365,0,6,1
4,223,0,6,1
4,1102,3,3,1
0,85,0,6,1
4,1150,2,4,1
5,458,0,6,1
5,902,5,1,1
5,960,4,2,1
4,678,4,2,1
1,1340,0,6,1
1,275,1,5,1
3,579,6,0,0
5,597,1,5,1
0,1075,1,5,1
5,1075,1,5,1
1,546,6,0,0
3,1266,2,4,1
3,890,6,0,0
2,1298,6,0,0
4,127,0,6,1
4,321,0,6,1
2,532,5,1,1
4,153,0,6,1
4,1357,1,5,1
5,163,0,6,1
4,565,6,0,0
6,557,1,5,1
0,55,1,5,1
5,1124,2,4,1
2,975,4,2,1
6,912,2,4,1
5,999,4,2,1
4,1406,0,6,1
3,777,6,0,0
1,1017,4,2,1
5,815,2,4,1
6,1027,4,2,1
0,267,2,4,1
5,366,2,4,1
0,534,5,1,1
5,562,0,6,1
4,129,0,6,1
5,562,0,6,1
2,1244,5,1,1
2,354,0,6,1
0,1304,3,3,1
0,1164,0,6,1
6,1298,0,6,1
0,930,5,1,1
6,468,0,6,1
4,1227,1,5,1
2,40,0,6,1
4,164,0,6,1
5,310,2,4,1
6,826,3,3,1
3,822,4,2,1
5,360,2,4,1
0,877,6,0,0
2,1157,4,2,1
4,266,0,6,1
2,604,6,0,0
3,1140,4,2,1
6,691,4,2,1
6,1355,2,4,1
4,299,0,6,1
5,1189,3,3,1
6,1433,0,6,1
0,983,2,4,1
5,372,0,6,1
4,880,5,1,1
0,684,6,0,0
2,646,3,3,1
3,1294,4,2,1
2,1388,0,6,1
3,122,4,2,1
6,714,1,5,1
5,403,0,6,1
6,245,0,6,1
3,877,5,1,1
3,1198,5,1,1
4,1130,2,4,1
5,1134,6,0,0
0,1105,0,6,1
2,352,0,6,1
2,953,4,2,1
3,720,6,0,0
0,1135,3,3,1
0,538,6,0,0
1,391,0,6,1
6,635,4,2,1
0,1121,2,4,1
5,208,0,6,1
2,159,0,6,1
1,996,4,2,1
4,1165,2,4,1
0,284,0,6,1
6,954,2,4,1
3,475,0,6,1
4,317,0,6,1
6,129,0,6,1
1,471,3,3,1
2,278,0,6,1
5,473,0,6,1
2,147,0,6,1
5,754,2,4,1
5,1301,1,5,1
2,844,5,1,1
3,942,4,2,1
1,285,0,6,1
4,5,0,6,1
1,879,5,1,1
6,674,0,6,1
6,990,3,3,1
3,1165,5,1,1
6,1181,4,2,1
6,1147,1,5,1
3,718,5,1,1
4,1107,2,4,1
3,384,1,5,1
5,234,2,4,1
3,310,2,4,1
0,608,6,0,0
3,662,6,0,0
3,826,4,2,1
3,879,6,0,0
3,1350,3,3,1
6,1059,5,1,1
1,908,6,0,0
3,844,6,0,0
5,435,0,6,1
0,876,6,0,0
6,1142,1,5,1
4,205,0,6,1
3,145,4,2,1
0,375,3,3,1
6,1370,2,4,1
1,1085,3,3,1
2,1265,5,1,1
6,59,0,6,1
0,807,6,0,0
5,697,0,6,1
3,1129,5,1,1
2,1164,4,2,1
4,800,6,0,0
6,252,0,6,1
1,99,0,6,1
3,1382,3,3,1
2,1362,0,6,1
5,253,1,5,1
1,907,6,0,0
1,427,1,5,1
0,479,5,1,1
4,366,0,6,1
5,752,2,4,1
4,813,5,1,1
6,284,0,6,1
6,940,1,5,1
1,1198,2,4,1
0,1344,2,4,1
4,1429,0,6,1
1,74,0,6,1
6,506,2,4,1
6,137,0,6,1
1,1140,4,2,1
4,1286,0,6,1
5,294,1,5,1
6,513,1,5,1
6,176,0,6,1
3,591,6,0,0
6,175,0,6,1
4,1348,1,5,1
1,385,0,6,1
3,1126,4,2,1
4,1006,1,5,1
3,797,3,3,1
3,1374,1,5,1
6,1084,5,1,1
4,1287,0,6,1
5,77,0,6,1
0,480,5,1,1
0,87,0,6,1
0,290,0,6,1
4,198,0,6,1
4,776,6,0,0
0,637,6,0,0
6,471,0,6,1
0,229,0,6,1
0,454,3,3,1
2,383,0,6,1
2,309,0,6,1
3,1236,4,2,1
4,296,0,6,1
0,587,6,0,0
0,754,4,2,1
6,1404,0,6,1
0,219,0,6,1
4,914,6,0,0
2,737,6,0,0
6,1030,4,2,1
6,1055,4,2,1
2,1379,0,6,1
1,272,1,5,1
2,969,4,2,1
2,695,4,2,1
0,897,5,1,1
4,887,1,5,1
3,25,0,6,1
4,153,0,6,1
0,103,0,6,1
6,1246,0,6,1
1,1426,0,6,1
0,69,0,6,1
0,991,2,4,1
4,297,0,6,1
0,1225,4,2,1
3,972,5,1,1
5,1429,1,5,1
5,1350,0,6,1
3,1046,6,0,0
1,1158,2,4,1
5,1323,0,6,1
1,640,6,0,0
4,1208,1,5,1
2,585,6,0,0
2,113,0,6,1
2,695,6,0,0
5,1281,2,4,1
1,207,0,6,1
2,295,0,6,1
1,133,0,6,1
6,1117,6,0,0
1,583,3,3,1
3,675,6,0,0
4,1338,0,6,1
5,743,0,6,1
6,544,1,5,1
6,330,0,6,1
2,1094,4,2,1
6,1133,0,6,1
1,162,0,6,1
5,533,0,6,1
3,640,6,0,0
4,991,0,6,1
3,712,6,0,0
1,604,4,2,1
6,1242,0,6,1
1,1244,1,5,1
6,1230,0,6,1
6,1273,0,6,1
0,689,6,0,0
1,164,2,4,1
0,517,6,0,0
2,322,0,6,1
2,1146,4,2,1
6,181,1,5,1
4,261,0,6,1
3,747,2,4,1
2,1410,0,6,1
5,334,2,4,1
3,235,3,3,1
3,857,1,5,1
0,147,0,6,1
4,1404,0,6,1
6,1267,0,6,1
5,100,0,6,1
5,133,0,6,1
0,491,5,1,1
0,238,0,6,1
3,1208,4,2,1
3,124,4,2,1
2,150,0,6,1
3,1145,4,2,1
3,605,6,0,0
3,171,5,1,1
4,513,5,1,1
4,730,3,3,1
3,896,6,0,0
4,140,0,6,1
1,307,0,6,1
2,1157,5,1,1
0,901,6,0,0
2,800,6,0,0
1,757,4,2,1
3,775,2,4,1
1,770,6,0,0
4,484,1,5,1
3,1287,1,5,1
6,844,3,3,1
4,1259,0,6,1
2,1357,0,6,1
1,449,3,3,1
3,177,5,1,1
3,155,4,2,1
0,507,5,1,1
3,472,0,6,1
3,965,5,1,1
1,476,3,3,1
1,119,0,6,1
0,568,5,1,1
0,1226,4,2,1
3,422,0,6,1
6,984,2,4,1
5,116,0,6,1
1,172,1,5,1
2,1258,1,5,1
6,611,1,5,1
4,81,0,6,1
0,674,4,2,1
2,989,5,1,1
1,277,1,5,1
3,1247,4,2,1
1,540,5,1,1
3,690,4,2,1
2,1119,3,3,1
2,328,0,6,1
5,1037,5,1,1
6,547,1,5,1
5,318,2,4,1
6,1302,3,3,1
4,208,0,6,1
6,1320,0,6,1
5,707,0,6,1
4,777,6,0,0
2,472,3,3,1
6,1112,6,0,0
6,305,0,6,1
3,1097,6,0,0
0,209,0,6,1
2,961,4,2,1
1,359,1,5,1
5,556,0,6,1
0,1349,0,6,1
6,1160,5,1,1
3,53,1,5,1
3,894,6,0,0
6,849,2,4,1
6,157,0,6,1
6,55,0,6,1
5,806,2,4,1
3,616,6,0,0
4,726,5,1,1
1,744,4,2,1
5,875,4,2,1
2,642,6,0,0
1,1428,0,6,1
5,1356,0,6,1
2,178,0,6,1
4,268,0,6,1
3,543,6,0,0
2,88,0,6,1
4,504,1,5,1
3,1312,5,1,1
0,1007,1,5,1
2,555,6,0,0
5,948,5,1,1
2,870,6,0,0
4,493,1,5,1
3,628,6,0,0
5,389,0,6,1
4,1195,1,5,1
1,301,0,6,1
4,125,0,6,1
1,915,6,0,0
4,907,6,0,0
2,55,1,5,1
6,498,1,5,1
5,1240,2,4,1
4,594,6,0,0
3,377,0,6,1
6,612,3,3,1
0,513,5,1,1
0,860,6,0,0
4,899,2,4,1
1,319,0,6,1
2,326,0,6,1
5,518,0,6,1
5,114,0,6,1
0,804,5,1,1
5,545,0,6,1
2,595,1,5,1
3,1420,0,6,1
1,1013,3,3,1
1,37,1,5,1
4,1136,1,5,1
5,573,0,6,1
1,262,0,6,1
4,284,0,6,1
2,388,3,3,1
0,1202,6,0,0
4,411,0,6,1
4,395,0,6,1
0,552,5,1,1
6,323,1,5,1
3,834,6,0,0
5,778,1,5,1
4,175,1,5,1
2,159,0,6,1
3,578,5,1,1
2,702,6,0,0
2,1025,5,1,1
0,862,6,0,0
6,1005,4,2,1
6,1282,3,3,1
3,1319,4,2,1
0,1259,4,2,1
2,317,0,6,1
0,886,6,0,0
2,77,1,5,1
3,253,0,6,1
6,1012,4,2,1
6,232,1,5,1
6,335,1,5,1
3,370,1,5,1
0,934,5,1,1
2,694,6,0,0
2,1128,3,3,1
1,1074,4,2,1
4,1379,0,6,1
4,440,0,6,1
5,1384,0,6,1
5,725,2,4,1
5,1347,0,6,1
1,1265,1,5,1
5,929,2,4,1
3,1146,4,2,1
1,541,6,0,0
3,169,0,6,1
2,1309,6,0,0
1,1237,2,4,1
5,18,0,6,1
0,133,0,6,1
4,867,6,0,0
2,572,3,3,1
2,980,4,2,1
1,149,0,6,1
3,657,6,0,0
6,449,0,6,1
1,17,0,6,1
5,838,1,5,1
0,1243,0,6,1
5,245,2,4,1
5,404,0,6,1
6,1429,0,6,1
5,8,0,6,1
3,294,1,5,1
5,952,4,2,1
6,1324,0,6,1
1,91,0,6,1
6,479,0,6,1
1,1089,4,2,1
3,97,3,3,1
0,1067,1,5,1
4,947,2,4,1
3,1378,3,3,1
6,53,0,6,1
6,519,3,3,1
4,170,0,6,1
0,1269,5,1,1
6,766,4,2,1
0,1380,2,4,1
1,210,1,5,1
2,610,2,4,1
2,732,4,2,1
1,745,6,0,0
2,409,3,3,1
4,224,0,6,1
4,577,6,0,0
1,1356,0,6,1
5,927,5,1,1
5,358,2,4,1
5,1289,0,6,1
0,586,6,0,0
5,148,0,6,1
5,1435,0,6,1
0,534,6,0,0
5,190,0,6,1
5,1181,3,3,1
1,256,0,6,1
3,729,6,0,0
2,774,6,0,0
1,779,6,0,0
3,837,6,0,0
3,638,6,0,0
1,1039,4,2,1
0,672,6,0,0
0,1254,0,6,1
2,747,6,0,0
3,179,5,1,1
6,108,0,6,1
4,639,3,3,1
2,402,3,3,1
0,1085,0,6,1
0,832,6,0,0
0,760,5,1,1
5,969,4,2,1
1,1294,0,6,1
3,392,0,6,1
1,727,6,0,0
4,756,6,0,0
5,206,0,6,1
5,1133,6,0,0
4,875,5,1,1
6,422,0,6,1
4,580,6,0,0
4,932,5,1,1
6,329,0,6,1
0,1253,0,6,1
6,599,2,4,1
0,1297,0,6,1
6,963,1,5,1
5,1296,0,6,1
6,732,3,3,1
6,531,3,3,1
6,1070,2,4,1
0,296,0,6,1
3,444,0,6,1
1,203,0,6,1
1,626,6,0,0
3,753,2,4,1
5,882,2,4,1
4,753,6,0,0
1,143,2,4,1
6,632,4,2,1
0,991,0,6,1
1,1234,1,5,1
4,399,0,6,1
2,349,0,6,1
4,620,6,0,0
1,1386,0,6,1
2,562,3,3,1
6,600,3,3,1
0,240,0,6,1
4,1212,4,2,1
0,557,5,1,1
5,142,0,6,1
2,977,4,2,1
5,32,0,6,1
3,281,0,6,1
0,823,5,1,1
6,230,0,6,1
5,462,0,6,1
5,811,2,4,1
0,1003,0,6,1
2,379,0,6,1
5,425,0,6,1
0,1202,1,5,1
2,1115,3,3,1
2,1285,0,6,1
0,515,5,1,1
2,524,3,3,1
6,824,3,3,1
6,438,0,6,1
3,1366,3,3,1
1,72,0,6,1
3,17,0,6,1
3,365,1,5,1
2,430,3,3,1
3,769,6,0,0
5,1190,3,3,1
1,62,0,6,1
4,1094,3,3,1
1,534,4,2,1
3,247,0,6,1
1,1205,1,5,1
0,937,0,6,1
2,140,0,6,1
1,897,5,1,1
1,1098,5,1,1
5,108,0,6,1
5,1130,6,0,0
4,609,6,0,0
4,1253,0,6,1
6,642,0,6,1
5,521,0,6,1
4,188,0,6,1
0,701,5,1,1
1,113,0,6,1
3,312,2,4,1
1,395,0,6,1
4,1067,4,2,1
5,808,2,4,1
4,766,6,0,0
5,831,1,5,1
6,675,0,6,1
5,207,1,5,1
5,1150,3,3,1
0,424,4,2,1
6,732,0,6,1
3,180,0,6,1
1,1384,0,6,1
6,893,3,3,1
